
2023-07-17_08-19-07: cars 10, truck 0, bus 2, side: right
2023-07-17_08-24-10: cars 0, truck 0, bus 0, side: left
2023-07-17_08-24-10: cars 8, truck 1, bus 2, side: right
2023-07-17_08-29-13: cars 0, truck 0, bus 0, side: left
2023-07-17_08-29-13: cars 5, truck 4, bus 1, side: right
2023-07-17_08-34-15: cars 0, truck 0, bus 0, side: left
2023-07-17_08-34-15: cars 6, truck 2, bus 1, side: right
2023-07-17_08-39-18: cars 0, truck 0, bus 0, side: left
2023-07-17_08-39-18: cars 7, truck 3, bus 1, side: right
2023-07-17_08-44-21: cars 0, truck 0, bus 0, side: left
2023-07-17_08-44-21: cars 9, truck 1, bus 1, side: right
2023-07-17_08-49-24: cars 2, truck 0, bus 1, side: left
2023-07-17_08-49-24: cars 5, truck 0, bus 1, side: right
2023-07-17_08-54-27: cars 0, truck 0, bus 0, side: left
2023-07-17_08-54-27: cars 6, truck 2, bus 1, side: right
2023-07-17_08-59-30: cars 0, truck 0, bus 0, side: left
2023-07-17_08-59-30: cars 10, truck 1, bus 1, side: right
2023-07-17_09-04-33: cars 0, truck 0, bus 0, side: left
2023-07-17_09-04-33: cars 11, truck 1, bus 2, side: right
2023-07-17_09-09-35: cars 0, truck 0, bus 0, side: left
2023-07-17_09-09-35: cars 9, truck 2, bus 2, side: right
2023-07-17_09-14-37: cars 0, truck 0, bus 0, side: left
2023-07-17_09-14-37: cars 10, truck 2, bus 2, side: right
2023-07-17_09-19-40: cars 0, truck 0, bus 0, side: left
2023-07-17_09-19-40: cars 5, truck 3, bus 3, side: right
2023-07-17_09-24-42: cars 0, truck 0, bus 0, side: left
2023-07-17_09-24-42: cars 6, truck 4, bus 3, side: right
2023-07-17_09-29-44: cars 1, truck 0, bus 0, side: left
2023-07-17_09-29-44: cars 6, truck 2, bus 2, side: right
2023-07-17_09-34-47: cars 1, truck 0, bus 0, side: left
2023-07-17_09-34-47: cars 9, truck 2, bus 0, side: right
2023-07-17_09-39-50: cars 0, truck 0, bus 0, side: left
2023-07-17_09-39-50: cars 10, truck 3, bus 0, side: right
2023-07-17_09-44-52: cars 0, truck 0, bus 0, side: left
2023-07-17_09-44-52: cars 10, truck 1, bus 0, side: right
2023-07-17_09-49-54: cars 1, truck 0, bus 0, side: left
2023-07-17_09-49-54: cars 11, truck 3, bus 0, side: right
2023-07-17_09-54-57: cars 1, truck 0, bus 0, side: left
2023-07-17_09-54-57: cars 10, truck 3, bus 0, side: right
2023-07-17_09-59-59: cars 1, truck 0, bus 0, side: left
2023-07-17_09-59-59: cars 10, truck 2, bus 0, side: right
2023-07-17_10-05-02: cars 1, truck 0, bus 0, side: left
2023-07-17_10-05-02: cars 10, truck 3, bus 0, side: right
2023-07-17_10-10-04: cars 1, truck 0, bus 0, side: left
2023-07-17_10-10-04: cars 11, truck 2, bus 0, side: right
2023-07-17_10-15-07: cars 0, truck 0, bus 0, side: left
2023-07-17_10-15-07: cars 12, truck 2, bus 0, side: right
2023-07-17_10-20-09: cars 1, truck 0, bus 0, side: left
2023-07-17_10-20-09: cars 11, truck 1, bus 0, side: right
2023-07-17_10-25-11: cars 0, truck 0, bus 0, side: left
2023-07-17_10-25-11: cars 11, truck 1, bus 0, side: right
2023-07-17_10-30-14: cars 0, truck 0, bus 0, side: left
2023-07-17_10-30-14: cars 9, truck 1, bus 0, side: right
2023-07-17_10-35-17: cars 0, truck 0, bus 0, side: left
2023-07-17_10-35-17: cars 13, truck 1, bus 0, side: right
2023-07-17_10-40-20: cars 1, truck 0, bus 0, side: left
2023-07-17_10-40-20: cars 10, truck 1, bus 0, side: right
2023-07-17_10-45-23: cars 0, truck 0, bus 0, side: left
2023-07-17_10-45-23: cars 8, truck 5, bus 0, side: right
2023-07-17_10-50-26: cars 0, truck 0, bus 0, side: left
2023-07-17_10-50-26: cars 7, truck 2, bus 0, side: right
2023-07-17_10-55-28: cars 1, truck 0, bus 0, side: left
2023-07-17_10-55-28: cars 11, truck 1, bus 0, side: right
2023-07-17_11-00-30: cars 1, truck 0, bus 0, side: left
2023-07-17_11-00-30: cars 11, truck 1, bus 0, side: right
2023-07-17_11-05-32: cars 1, truck 0, bus 0, side: left
2023-07-17_11-05-32: cars 9, truck 2, bus 0, side: right
2023-07-17_11-10-35: cars 0, truck 0, bus 0, side: left
2023-07-17_11-10-35: cars 9, truck 3, bus 1, side: right
2023-07-17_11-15-37: cars 0, truck 1, bus 0, side: left
2023-07-17_11-15-37: cars 7, truck 1, bus 1, side: right
2023-07-17_11-20-39: cars 0, truck 0, bus 0, side: left
2023-07-17_11-20-39: cars 7, truck 1, bus 1, side: right
2023-07-17_11-25-41: cars 0, truck 0, bus 0, side: left
2023-07-17_11-25-41: cars 9, truck 2, bus 1, side: right
2023-07-17_11-30-43: cars 1, truck 0, bus 0, side: left
2023-07-17_11-30-43: cars 8, truck 3, bus 1, side: right
2023-07-17_11-35-46: cars 1, truck 0, bus 0, side: left
2023-07-17_11-35-46: cars 8, truck 3, bus 1, side: right
2023-07-17_11-40-49: cars 2, truck 0, bus 0, side: left
2023-07-17_11-40-49: cars 9, truck 3, bus 1, side: right
2023-07-17_11-45-52: cars 1, truck 0, bus 0, side: left
2023-07-17_11-45-52: cars 7, truck 1, bus 1, side: right
2023-07-17_11-50-54: cars 0, truck 0, bus 0, side: left
2023-07-17_11-50-54: cars 8, truck 3, bus 0, side: right
2023-07-17_11-55-57: cars 0, truck 0, bus 0, side: left
2023-07-17_11-55-57: cars 10, truck 4, bus 0, side: right
2023-07-17_12-00-59: cars 0, truck 0, bus 0, side: left
2023-07-17_12-00-59: cars 11, truck 4, bus 0, side: right
2023-07-17_12-06-01: cars 0, truck 0, bus 0, side: left
2023-07-17_12-06-01: cars 11, truck 3, bus 1, side: right
2023-07-17_12-11-04: cars 0, truck 0, bus 0, side: left
2023-07-17_12-11-04: cars 7, truck 3, bus 1, side: right
2023-07-17_12-16-06: cars 0, truck 0, bus 0, side: left
2023-07-17_12-16-06: cars 5, truck 6, bus 1, side: right
2023-07-17_12-21-08: cars 1, truck 0, bus 0, side: left
2023-07-17_12-21-08: cars 8, truck 5, bus 0, side: right
2023-07-17_12-26-11: cars 1, truck 0, bus 0, side: left
2023-07-17_12-26-11: cars 8, truck 3, bus 1, side: right
2023-07-17_12-31-13: cars 0, truck 0, bus 0, side: left
2023-07-17_12-31-13: cars 9, truck 6, bus 1, side: right
2023-07-17_12-36-15: cars 0, truck 0, bus 0, side: left
2023-07-17_12-36-15: cars 8, truck 2, bus 1, side: right
2023-07-17_12-41-17: cars 0, truck 0, bus 0, side: left
2023-07-17_12-41-17: cars 6, truck 2, bus 1, side: right
2023-07-17_12-46-20: cars 1, truck 0, bus 0, side: left
2023-07-17_12-46-20: cars 6, truck 3, bus 1, side: right
2023-07-17_12-51-22: cars 1, truck 0, bus 0, side: left
2023-07-17_12-51-22: cars 7, truck 3, bus 1, side: right
2023-07-17_12-56-24: cars 1, truck 0, bus 0, side: left
2023-07-17_12-56-24: cars 9, truck 3, bus 1, side: right
2023-07-17_13-01-27: cars 1, truck 1, bus 0, side: left
2023-07-17_13-01-27: cars 6, truck 4, bus 0, side: right
2023-07-17_13-06-29: cars 1, truck 0, bus 0, side: left
2023-07-17_13-06-29: cars 10, truck 2, bus 0, side: right
2023-07-17_13-11-31: cars 2, truck 0, bus 0, side: left
2023-07-17_13-11-31: cars 9, truck 2, bus 0, side: right
2023-07-17_13-16-34: cars 1, truck 0, bus 0, side: left
2023-07-17_13-16-34: cars 5, truck 2, bus 0, side: right
2023-07-17_13-21-36: cars 1, truck 0, bus 0, side: left
2023-07-17_13-21-36: cars 5, truck 2, bus 1, side: right
2023-07-17_13-26-39: cars 1, truck 0, bus 0, side: left
2023-07-17_13-26-39: cars 5, truck 1, bus 0, side: right
2023-07-17_13-31-41: cars 1, truck 0, bus 0, side: left
2023-07-17_13-31-41: cars 4, truck 2, bus 1, side: right
2023-07-17_13-36-44: cars 1, truck 0, bus 0, side: left
2023-07-17_13-36-44: cars 8, truck 1, bus 0, side: right
2023-07-17_13-41-46: cars 1, truck 0, bus 0, side: left
2023-07-17_13-41-46: cars 8, truck 3, bus 0, side: right
2023-07-17_13-46-48: cars 1, truck 0, bus 0, side: left
2023-07-17_13-46-48: cars 6, truck 2, bus 1, side: right
2023-07-17_13-51-51: cars 2, truck 0, bus 0, side: left
2023-07-17_13-51-51: cars 7, truck 3, bus 0, side: right
2023-07-17_13-56-54: cars 2, truck 0, bus 0, side: left
2023-07-17_13-56-54: cars 7, truck 1, bus 0, side: right
2023-07-17_14-01-56: cars 1, truck 0, bus 0, side: left
2023-07-17_14-01-56: cars 6, truck 2, bus 0, side: right
2023-07-17_14-06-59: cars 2, truck 0, bus 0, side: left
2023-07-17_14-06-59: cars 8, truck 3, bus 3, side: right
2023-07-17_14-12-01: cars 1, truck 0, bus 0, side: left
2023-07-17_14-12-01: cars 8, truck 3, bus 1, side: right
2023-07-17_14-17-04: cars 2, truck 0, bus 0, side: left
2023-07-17_14-17-04: cars 7, truck 2, bus 1, side: right
2023-07-17_14-22-06: cars 1, truck 0, bus 0, side: left
2023-07-17_14-22-06: cars 7, truck 1, bus 1, side: right
2023-07-17_14-27-08: cars 1, truck 0, bus 0, side: left
2023-07-17_14-27-08: cars 8, truck 1, bus 0, side: right
2023-07-17_14-32-11: cars 1, truck 0, bus 0, side: left
2023-07-17_14-32-11: cars 8, truck 0, bus 0, side: right
2023-07-17_14-37-13: cars 1, truck 0, bus 0, side: left
2023-07-17_14-37-13: cars 8, truck 1, bus 1, side: right
2023-07-17_14-42-15: cars 1, truck 0, bus 0, side: left
2023-07-17_14-42-15: cars 8, truck 2, bus 0, side: right
2023-07-17_14-47-18: cars 1, truck 0, bus 0, side: left
2023-07-17_14-47-18: cars 7, truck 1, bus 1, side: right
2023-07-17_14-52-20: cars 1, truck 0, bus 0, side: left
2023-07-17_14-52-20: cars 7, truck 1, bus 1, side: right
2023-07-17_14-57-22: cars 0, truck 0, bus 0, side: left
2023-07-17_14-57-22: cars 10, truck 2, bus 2, side: right
2023-07-17_15-02-25: cars 1, truck 0, bus 0, side: left
2023-07-17_15-02-25: cars 12, truck 0, bus 2, side: right
2023-07-17_15-07-27: cars 1, truck 0, bus 0, side: left
2023-07-17_15-07-27: cars 10, truck 0, bus 2, side: right
2023-07-17_15-12-30: cars 1, truck 0, bus 0, side: left
2023-07-17_15-12-30: cars 10, truck 0, bus 3, side: right
2023-07-17_15-17-32: cars 1, truck 0, bus 0, side: left
2023-07-17_15-17-32: cars 10, truck 0, bus 3, side: right
2023-07-17_15-22-35: cars 1, truck 0, bus 0, side: left
2023-07-17_15-22-35: cars 11, truck 0, bus 3, side: right
2023-07-17_15-27-38: cars 1, truck 0, bus 0, side: left
2023-07-17_15-27-38: cars 9, truck 4, bus 1, side: right
2023-07-17_15-32-40: cars 1, truck 0, bus 0, side: left
2023-07-17_15-32-40: cars 8, truck 1, bus 2, side: right
2023-07-17_15-37-43: cars 0, truck 0, bus 0, side: left
2023-07-17_15-37-43: cars 9, truck 0, bus 1, side: right
2023-07-17_15-42-45: cars 0, truck 0, bus 0, side: left
2023-07-17_15-42-45: cars 8, truck 2, bus 1, side: right
2023-07-17_15-47-47: cars 0, truck 0, bus 0, side: left
2023-07-17_15-47-47: cars 11, truck 2, bus 2, side: right
2023-07-17_15-52-50: cars 2, truck 0, bus 0, side: left
2023-07-17_15-52-50: cars 7, truck 2, bus 1, side: right
2023-07-17_15-57-53: cars 5, truck 0, bus 0, side: left
2023-07-17_15-57-53: cars 6, truck 1, bus 3, side: right
2023-07-17_16-02-55: cars 1, truck 0, bus 0, side: left
2023-07-17_16-02-55: cars 5, truck 2, bus 2, side: right
2023-07-17_16-07-57: cars 3, truck 0, bus 0, side: left
2023-07-17_16-07-57: cars 9, truck 2, bus 2, side: right
2023-07-17_16-13-00: cars 1, truck 0, bus 0, side: left
2023-07-17_16-13-00: cars 8, truck 1, bus 0, side: right
2023-07-17_16-18-03: cars 0, truck 0, bus 0, side: left
2023-07-17_16-18-03: cars 7, truck 2, bus 1, side: right
2023-07-17_16-23-05: cars 0, truck 1, bus 0, side: left
2023-07-17_16-23-05: cars 5, truck 1, bus 1, side: right
2023-07-17_16-28-08: cars 1, truck 0, bus 0, side: left
2023-07-17_16-28-08: cars 8, truck 0, bus 1, side: right
2023-07-17_16-33-10: cars 0, truck 0, bus 0, side: left
2023-07-17_16-33-10: cars 10, truck 1, bus 1, side: right
2023-07-17_16-38-12: cars 0, truck 0, bus 0, side: left
2023-07-17_16-38-12: cars 10, truck 1, bus 1, side: right
2023-07-17_16-43-14: cars 1, truck 0, bus 0, side: left
2023-07-17_16-43-14: cars 9, truck 2, bus 0, side: right
2023-07-17_16-48-16: cars 0, truck 0, bus 0, side: left
2023-07-17_16-48-16: cars 9, truck 1, bus 1, side: right
2023-07-17_16-53-18: cars 1, truck 0, bus 0, side: left
2023-07-17_16-53-18: cars 13, truck 0, bus 1, side: right
2023-07-17_16-58-21: cars 1, truck 0, bus 0, side: left
2023-07-17_16-58-21: cars 9, truck 0, bus 2, side: right
2023-07-17_17-03-24: cars 1, truck 0, bus 0, side: left
2023-07-17_17-03-24: cars 8, truck 3, bus 1, side: right
2023-07-17_17-08-26: cars 1, truck 0, bus 0, side: left
2023-07-17_17-08-26: cars 9, truck 1, bus 0, side: right
2023-07-17_17-13-29: cars 2, truck 0, bus 0, side: left
2023-07-17_17-13-29: cars 10, truck 1, bus 0, side: right
2023-07-17_17-18-31: cars 1, truck 0, bus 0, side: left
2023-07-17_17-18-31: cars 10, truck 0, bus 0, side: right
2023-07-17_17-23-33: cars 1, truck 0, bus 0, side: left
2023-07-17_17-23-33: cars 10, truck 0, bus 1, side: right
2023-07-17_17-28-36: cars 0, truck 0, bus 0, side: left
2023-07-17_17-28-36: cars 10, truck 0, bus 1, side: right
2023-07-17_17-33-38: cars 1, truck 0, bus 0, side: left
2023-07-17_17-33-38: cars 7, truck 2, bus 0, side: right
2023-07-17_17-38-41: cars 1, truck 0, bus 0, side: left
2023-07-17_17-38-41: cars 9, truck 2, bus 0, side: right
2023-07-17_17-43-43: cars 1, truck 0, bus 0, side: left
2023-07-17_17-43-43: cars 7, truck 1, bus 0, side: right
2023-07-17_17-48-47: cars 1, truck 0, bus 0, side: left
2023-07-17_17-48-47: cars 9, truck 2, bus 0, side: right
2023-07-17_17-53-49: cars 1, truck 0, bus 0, side: left
2023-07-17_17-53-49: cars 8, truck 2, bus 0, side: right
2023-07-17_17-58-51: cars 0, truck 0, bus 0, side: left
2023-07-17_17-58-51: cars 8, truck 2, bus 0, side: right
2023-07-17_18-03-54: cars 1, truck 1, bus 0, side: left
2023-07-17_18-03-54: cars 8, truck 2, bus 0, side: right
2023-07-17_18-08-57: cars 0, truck 0, bus 0, side: left
2023-07-17_18-08-57: cars 10, truck 4, bus 0, side: right
2023-07-17_18-13-59: cars 1, truck 0, bus 0, side: left
2023-07-17_18-13-59: cars 8, truck 3, bus 0, side: right
2023-07-17_18-19-02: cars 1, truck 0, bus 0, side: left
2023-07-17_18-19-02: cars 7, truck 1, bus 0, side: right
2023-07-17_18-24-04: cars 3, truck 0, bus 0, side: left
2023-07-17_18-24-04: cars 6, truck 1, bus 0, side: right
2023-07-17_18-29-07: cars 1, truck 0, bus 0, side: left
2023-07-17_18-29-07: cars 7, truck 2, bus 0, side: right
2023-07-17_18-34-09: cars 0, truck 0, bus 0, side: left
2023-07-17_18-34-09: cars 5, truck 2, bus 0, side: right
2023-07-17_18-39-12: cars 3, truck 1, bus 0, side: left
2023-07-17_18-39-12: cars 6, truck 3, bus 0, side: right
2023-07-17_18-44-14: cars 0, truck 0, bus 0, side: left
2023-07-17_18-44-14: cars 6, truck 2, bus 1, side: right
2023-07-17_18-49-16: cars 0, truck 0, bus 0, side: left
2023-07-17_18-49-16: cars 6, truck 3, bus 0, side: right
2023-07-17_18-54-19: cars 0, truck 0, bus 0, side: left
2023-07-17_18-54-19: cars 6, truck 4, bus 0, side: right
2023-07-17_18-59-20: cars 0, truck 0, bus 0, side: left
2023-07-17_18-59-20: cars 8, truck 3, bus 3, side: right
2023-07-17_19-04-23: cars 0, truck 0, bus 0, side: left
2023-07-17_19-04-23: cars 10, truck 5, bus 0, side: right
2023-07-17_19-09-25: cars 0, truck 0, bus 0, side: left
2023-07-17_19-09-25: cars 7, truck 6, bus 0, side: right
2023-07-17_19-14-27: cars 0, truck 0, bus 0, side: left
2023-07-17_19-14-27: cars 10, truck 5, bus 0, side: right
2023-07-17_19-19-29: cars 0, truck 0, bus 0, side: left
2023-07-17_19-19-29: cars 10, truck 5, bus 0, side: right
2023-07-17_19-24-32: cars 0, truck 0, bus 0, side: left
2023-07-17_19-24-32: cars 12, truck 4, bus 0, side: right
2023-07-17_19-29-34: cars 0, truck 0, bus 0, side: left
2023-07-17_19-29-34: cars 13, truck 5, bus 1, side: right
2023-07-17_19-34-36: cars 1, truck 0, bus 0, side: left
2023-07-17_19-34-36: cars 13, truck 4, bus 1, side: right
2023-07-17_19-39-39: cars 3, truck 0, bus 0, side: left
2023-07-17_19-39-39: cars 12, truck 3, bus 2, side: right
2023-07-17_19-44-41: cars 0, truck 0, bus 0, side: left
2023-07-17_19-44-41: cars 11, truck 3, bus 2, side: right
2023-07-17_19-49-44: cars 0, truck 0, bus 0, side: left
2023-07-17_19-49-44: cars 11, truck 3, bus 1, side: right
2023-07-17_19-54-46: cars 1, truck 0, bus 0, side: left
2023-07-17_19-54-46: cars 11, truck 3, bus 0, side: right
2023-07-17_19-59-48: cars 1, truck 0, bus 0, side: left
2023-07-17_19-59-48: cars 9, truck 4, bus 0, side: right
2023-07-17_20-04-50: cars 1, truck 1, bus 0, side: left
2023-07-17_20-04-50: cars 8, truck 4, bus 1, side: right
2023-07-17_20-09-53: cars 0, truck 0, bus 0, side: left
2023-07-17_20-09-53: cars 8, truck 4, bus 0, side: right
2023-07-17_20-14-55: cars 0, truck 0, bus 0, side: left
2023-07-17_20-14-55: cars 8, truck 4, bus 0, side: right
2023-07-17_20-19-57: cars 0, truck 0, bus 0, side: left
2023-07-17_20-19-57: cars 6, truck 4, bus 0, side: right
2023-07-17_20-25-00: cars 0, truck 0, bus 0, side: left
2023-07-17_20-25-00: cars 8, truck 4, bus 0, side: right
2023-07-17_20-30-02: cars 0, truck 0, bus 0, side: left
2023-07-17_20-30-02: cars 5, truck 2, bus 1, side: right
2023-07-17_20-35-04: cars 0, truck 0, bus 0, side: left
2023-07-17_20-35-04: cars 8, truck 1, bus 0, side: right
2023-07-17_20-40-07: cars 0, truck 0, bus 0, side: left
2023-07-17_20-40-07: cars 9, truck 0, bus 1, side: right
2023-07-17_20-45-08: cars 0, truck 0, bus 0, side: left
2023-07-17_20-45-08: cars 9, truck 0, bus 1, side: right
2023-07-17_20-50-11: cars 1, truck 0, bus 0, side: left
2023-07-17_20-50-11: cars 10, truck 0, bus 1, side: right
2023-07-17_20-55-13: cars 0, truck 0, bus 0, side: left
2023-07-17_20-55-13: cars 9, truck 0, bus 1, side: right
2023-07-17_21-00-15: cars 0, truck 1, bus 1, side: left
2023-07-17_21-00-15: cars 10, truck 0, bus 1, side: right
2023-07-17_21-05-17: cars 0, truck 0, bus 0, side: left
2023-07-17_21-05-17: cars 10, truck 0, bus 1, side: right
2023-07-17_21-10-19: cars 0, truck 0, bus 0, side: left
2023-07-17_21-10-19: cars 6, truck 4, bus 2, side: right
2023-07-17_21-15-21: cars 0, truck 0, bus 0, side: left
2023-07-17_21-15-21: cars 14, truck 3, bus 0, side: right
2023-07-17_21-20-23: cars 0, truck 0, bus 0, side: left
2023-07-17_21-20-23: cars 12, truck 3, bus 1, side: right
2023-07-17_21-25-25: cars 0, truck 0, bus 0, side: left
2023-07-17_21-25-25: cars 12, truck 2, bus 0, side: right
2023-07-17_21-30-27: cars 0, truck 0, bus 0, side: left
2023-07-17_21-30-27: cars 10, truck 2, bus 0, side: right
2023-07-17_21-35-29: cars 0, truck 0, bus 0, side: left
2023-07-17_21-35-29: cars 9, truck 2, bus 1, side: right
2023-07-17_21-40-32: cars 1, truck 0, bus 0, side: left
2023-07-17_21-40-32: cars 7, truck 2, bus 1, side: right
2023-07-17_21-45-34: cars 1, truck 0, bus 0, side: left
2023-07-17_21-45-34: cars 10, truck 2, bus 1, side: right
2023-07-17_21-50-36: cars 1, truck 0, bus 0, side: left
2023-07-17_21-50-36: cars 10, truck 2, bus 1, side: right
2023-07-17_21-55-38: cars 0, truck 0, bus 0, side: left
2023-07-17_21-55-38: cars 11, truck 2, bus 1, side: right
2023-07-17_22-00-41: cars 3, truck 1, bus 0, side: left
2023-07-17_22-00-41: cars 10, truck 2, bus 0, side: right
2023-07-17_22-05-43: cars 0, truck 0, bus 0, side: left
2023-07-17_22-05-43: cars 10, truck 3, bus 0, side: right
2023-07-17_22-10-46: cars 0, truck 0, bus 0, side: left
2023-07-17_22-10-46: cars 6, truck 3, bus 0, side: right
2023-07-17_22-15-48: cars 0, truck 0, bus 0, side: left
2023-07-17_22-15-48: cars 6, truck 1, bus 0, side: right
2023-07-17_22-20-51: cars 0, truck 0, bus 0, side: left
2023-07-17_22-20-51: cars 7, truck 1, bus 0, side: right
2023-07-17_22-25-53: cars 1, truck 1, bus 0, side: left
2023-07-17_22-25-53: cars 8, truck 1, bus 0, side: right
2023-07-17_22-30-55: cars 0, truck 0, bus 0, side: left
2023-07-17_22-30-55: cars 4, truck 1, bus 1, side: right
2023-07-17_22-35-57: cars 0, truck 0, bus 0, side: left
2023-07-17_22-35-57: cars 7, truck 1, bus 1, side: right
2023-07-17_22-41-00: cars 0, truck 1, bus 0, side: left
2023-07-17_22-41-00: cars 0, truck 1, bus 0, side: right
2023-07-17_22-46-02: cars 1, truck 0, bus 0, side: left
2023-07-17_22-46-02: cars 2, truck 1, bus 0, side: right
2023-07-17_22-51-05: cars 0, truck 0, bus 0, side: left
2023-07-17_22-51-05: cars 2, truck 1, bus 0, side: right
2023-07-17_22-56-07: cars 1, truck 0, bus 0, side: left
2023-07-17_22-56-07: cars 3, truck 1, bus 0, side: right
2023-07-17_23-01-10: cars 2, truck 0, bus 0, side: left
2023-07-17_23-01-10: cars 3, truck 1, bus 0, side: right
2023-07-17_23-06-12: cars 0, truck 0, bus 0, side: left
2023-07-17_23-06-12: cars 4, truck 0, bus 0, side: right
2023-07-17_23-11-14: cars 2, truck 0, bus 0, side: left
2023-07-17_23-11-14: cars 5, truck 0, bus 0, side: right
2023-07-17_23-16-16: cars 0, truck 0, bus 0, side: left
2023-07-17_23-16-16: cars 3, truck 1, bus 0, side: right
2023-07-17_23-21-19: cars 2, truck 0, bus 0, side: left
2023-07-17_23-21-19: cars 0, truck 1, bus 0, side: right
2023-07-17_23-26-21: cars 1, truck 0, bus 0, side: left
2023-07-17_23-26-21: cars 1, truck 1, bus 0, side: right
2023-07-17_23-31-24: cars 0, truck 0, bus 0, side: left
2023-07-17_23-31-24: cars 3, truck 1, bus 0, side: right
2023-07-17_23-36-25: cars 1, truck 0, bus 0, side: left
2023-07-17_23-36-25: cars 3, truck 1, bus 0, side: right
2023-07-17_23-41-27: cars 1, truck 0, bus 0, side: left
2023-07-17_23-41-27: cars 4, truck 1, bus 0, side: right
2023-07-17_23-46-30: cars 0, truck 0, bus 0, side: left
2023-07-17_23-46-30: cars 1, truck 1, bus 0, side: right
2023-07-17_23-51-32: cars 1, truck 0, bus 0, side: left
2023-07-17_23-51-32: cars 1, truck 2, bus 0, side: right
2023-07-17_23-56-35: cars 0, truck 0, bus 0, side: left
2023-07-17_23-56-35: cars 1, truck 2, bus 0, side: right
2023-07-18_00-01-37: cars 1, truck 0, bus 0, side: left
2023-07-18_00-01-37: cars 3, truck 2, bus 0, side: right
2023-07-18_00-06-39: cars 1, truck 0, bus 0, side: left
2023-07-18_00-06-39: cars 2, truck 1, bus 0, side: right
2023-07-18_00-11-42: cars 0, truck 0, bus 0, side: left
2023-07-18_00-11-42: cars 4, truck 1, bus 0, side: right
2023-07-18_00-16-44: cars 1, truck 0, bus 1, side: left
2023-07-18_00-16-44: cars 4, truck 2, bus 1, side: right
2023-07-18_00-21-47: cars 1, truck 0, bus 0, side: left
2023-07-18_00-21-47: cars 0, truck 1, bus 1, side: right
2023-07-18_00-26-49: cars 0, truck 0, bus 0, side: left
2023-07-18_00-26-49: cars 1, truck 2, bus 0, side: right
2023-07-18_00-31-52: cars 0, truck 0, bus 0, side: left
2023-07-18_00-31-52: cars 1, truck 2, bus 0, side: right
2023-07-18_00-36-54: cars 0, truck 0, bus 0, side: left
2023-07-18_00-36-54: cars 1, truck 3, bus 0, side: right
2023-07-18_00-41-56: cars 1, truck 0, bus 0, side: left
2023-07-18_00-41-56: cars 0, truck 2, bus 0, side: right
2023-07-18_00-46-59: cars 1, truck 0, bus 1, side: left
2023-07-18_00-46-59: cars 0, truck 2, bus 1, side: right
2023-07-18_00-52-01: cars 0, truck 0, bus 0, side: left
2023-07-18_00-52-01: cars 0, truck 1, bus 0, side: right
2023-07-18_00-57-03: cars 0, truck 1, bus 0, side: left
2023-07-18_00-57-03: cars 0, truck 1, bus 0, side: right
2023-07-18_01-02-06: cars 1, truck 0, bus 0, side: left
2023-07-18_01-02-06: cars 0, truck 1, bus 0, side: right
2023-07-18_01-07-08: cars 0, truck 0, bus 0, side: left
2023-07-18_01-07-08: cars 0, truck 1, bus 0, side: right
2023-07-18_01-12-11: cars 2, truck 0, bus 0, side: left
2023-07-18_01-12-11: cars 0, truck 1, bus 0, side: right
2023-07-18_01-17-13: cars 1, truck 1, bus 0, side: left
2023-07-18_01-17-13: cars 0, truck 1, bus 0, side: right
2023-07-18_01-22-15: cars 0, truck 0, bus 0, side: left
2023-07-18_01-22-15: cars 0, truck 1, bus 0, side: right
2023-07-18_01-27-17: cars 0, truck 0, bus 0, side: left
2023-07-18_01-27-17: cars 0, truck 1, bus 0, side: right
2023-07-18_01-32-20: cars 0, truck 0, bus 0, side: left
2023-07-18_01-32-20: cars 0, truck 1, bus 0, side: right
2023-07-18_01-37-23: cars 1, truck 0, bus 0, side: left
2023-07-18_01-37-23: cars 0, truck 1, bus 0, side: right
2023-07-18_01-42-27: cars 0, truck 0, bus 0, side: left
2023-07-18_01-42-27: cars 0, truck 1, bus 0, side: right
2023-07-18_01-47-29: cars 0, truck 0, bus 0, side: left
2023-07-18_01-47-29: cars 1, truck 2, bus 0, side: right
2023-07-18_01-52-31: cars 1, truck 0, bus 0, side: left
2023-07-18_01-52-31: cars 0, truck 1, bus 0, side: right
2023-07-18_01-57-33: cars 1, truck 1, bus 0, side: left
2023-07-18_01-57-33: cars 1, truck 2, bus 0, side: right
2023-07-18_02-02-34: cars 0, truck 1, bus 0, side: left
2023-07-18_02-02-34: cars 2, truck 2, bus 0, side: right
2023-07-18_02-07-36: cars 0, truck 1, bus 0, side: left
2023-07-18_02-07-36: cars 2, truck 2, bus 0, side: right
2023-07-18_02-12-38: cars 0, truck 1, bus 0, side: left
2023-07-18_02-12-38: cars 1, truck 2, bus 0, side: right
2023-07-18_02-17-40: cars 0, truck 1, bus 0, side: left
2023-07-18_02-17-40: cars 2, truck 1, bus 0, side: right
2023-07-18_02-22-42: cars 1, truck 0, bus 0, side: left
2023-07-18_02-22-42: cars 4, truck 2, bus 0, side: right
2023-07-18_02-27-45: cars 0, truck 0, bus 0, side: left
2023-07-18_02-27-45: cars 5, truck 2, bus 0, side: right
2023-07-18_02-32-47: cars 0, truck 1, bus 0, side: left
2023-07-18_02-32-47: cars 5, truck 1, bus 0, side: right
2023-07-18_02-37-49: cars 0, truck 0, bus 0, side: left
2023-07-18_02-37-49: cars 5, truck 2, bus 0, side: right
